month,market,channel,product,product_cost,freight_cost,tariff_cost,warehouse_cost
2025-04,United Kingdom,Other E-commerce,Stick Vacuum,28572.51,2314.59,1157.3,867.97
2025-04,United Kingdom,Other E-commerce,Washer-Dryer,26934.09,2117.87,1058.94,794.2
2025-04,United Kingdom,Other E-commerce,Other Smart Home,26807.28,2213.06,1106.53,829.9
2025-04,Japan,Amazon,Robot Vacuum,756906.46,68012.99,34006.49,25504.87
2025-04,Japan,Amazon,Wet-Dry Vacuum,274461.29,22381.77,11190.88,8393.16
2025-04,Japan,Amazon,Stick Vacuum,150191.26,12360.53,6180.27,4635.2
2025-04,Japan,Amazon,Washer-Dryer,129943.05,9982.73,4991.37,3743.52
2025-04,Japan,Amazon,Other Smart Home,142117.59,11604.02,5802.01,4351.51
2025-04,Japan,Official Website,Robot Vacuum,310043.26,29379.74,14689.87,11017.4
2025-04,Japan,Official Website,Wet-Dry Vacuum,117992.71,9244.33,4622.17,3466.63
2025-04,Japan,Official Website,Stick Vacuum,68542.25,5530.36,2765.18,2073.88
2025-04,Japan,Official Website,Washer-Dryer,48688.72,3987.53,1993.77,1495.32
2025-04,Japan,Official Website,Other Smart Home,61021.09,5061.09,2530.54,1897.91
2025-04,Japan,Offline Retail,Robot Vacuum,392765.09,34877.46,17438.73,13079.05
2025-04,Japan,Offline Retail,Wet-Dry Vacuum,148107.38,12372.68,6186.34,4639.75
2025-04,Japan,Offline Retail,Stick Vacuum,84919.55,6597.39,3298.69,2474.02
2025-04,Japan,Offline Retail,Washer-Dryer,75676.95,5693.63,2846.82,2135.11
2025-04,Japan,Offline Retail,Other Smart Home,71994.27,5946.38,2973.19,2229.89
2025-04,Japan,Distributors,Robot Vacuum,383115.6,33600.95,16800.47,12600.36
2025-04,Japan,Distributors,Wet-Dry Vacuum,141986.44,11869.36,5934.68,4451.01
2025-04,Japan,Distributors,Stick Vacuum,78060.26,5929.01,2964.51,2223.38
2025-04,Japan,Distributors,Washer-Dryer,61741.54,4969.89,2484.95,1863.71
2025-04,Japan,Distributors,Other Smart Home,75951.24,6302.86,3151.43,2363.57
2025-04,Japan,Other E-commerce,Robot Vacuum,221582.03,19657.83,9828.92,7371.69
2025-04,Japan,Other E-commerce,Wet-Dry Vacuum,73693.91,5994.89,2997.45,2248.08
2025-04,Japan,Other E-commerce,Stick Vacuum,42537.1,3491.35,1745.68,1309.26
2025-04,Japan,Other E-commerce,Washer-Dryer,34486.77,2799.26,1399.63,1049.72
2025-04,Japan,Other E-commerce,Other Smart Home,35775.19,2967.31,1483.65,1112.74
2025-04,Rest of Europe,Amazon,Robot Vacuum,771739.94,68025.18,85031.48,25509.44
2025-04,Rest of Europe,Amazon,Wet-Dry Vacuum,282589.28,22541.76,28177.2,8453.16
2025-04,Rest of Europe,Amazon,Stick Vacuum,151938.73,12636.69,15795.87,4738.76
2025-04,Rest of Europe,Amazon,Washer-Dryer,120834.03,8983.72,11229.65,3368.9
2025-04,Rest of Europe,Amazon,Other Smart Home,142874.06,11116.64,13895.8,4168.74
2025-04,Rest of Europe,Official Website,Robot Vacuum,297266.65,26726.59,33408.24,10022.47
2025-04,Rest of Europe,Official Website,Wet-Dry Vacuum,104724.18,9078.61,11348.27,3404.48
2025-04,Rest of Europe,Official Website,Stick Vacuum,68841.41,5575.38,6969.23,2090.77
2025-04,Rest of Europe,Official Website,Washer-Dryer,54929.74,4223.59,5279.49,1583.85
2025-04,Rest of Europe,Official Website,Other Smart Home,54578.13,4472.53,5590.66,1677.2
2025-04,Rest of Europe,Offline Retail,Robot Vacuum,460594.76,41681.26,52101.57,15630.47
2025-04,Rest of Europe,Offline Retail,Wet-Dry Vacuum,167530.16,13338.53,16673.16,5001.95
2025-04,Rest of Europe,Offline Retail,Stick Vacuum,85830.37,7103.96,8879.95,2663.98
2025-04,Rest of Europe,Offline Retail,Washer-Dryer,67559.76,5482.99,6853.73,2056.12
2025-04,Rest of Europe,Offline Retail,Other Smart Home,81793.58,6597.1,8246.37,2473.91
2025-04,Rest of Europe,Distributors,Robot Vacuum,424368.99,40484.28,50605.35,15181.6
2025-04,Rest of Europe,Distributors,Wet-Dry Vacuum,156052.75,13084.52,16355.65,4906.7
2025-04,Rest of Europe,Distributors,Roborock H1 (Unreleased),97304.36,7415.15,9268.94,2780.68
2025-04,Rest of Europe,Distributors,Washer-Dryer,71285.78,5485.5,6856.88,2057.06
2025-04,Rest of Europe,Distributors,Other Smart Home,78375.76,6758.56,8448.2,2534.46
2025-04,Rest of Europe,Other E-commerce,Robot Vacuum,238775.73,21261.12,26576.4,7972.92
2025-04,Rest of Europe,Other E-commerce,Wet-Dry Vacuum,72930.56,6086.82,7608.53,2282.56
2025-04,Rest of Europe,Other E-commerce,Stick Vacuum,47807.34,3806.24,4757.8,1427.34
2025-04,Rest of Europe,Other E-commerce,Washer-Dryer,37514.69,2829.53,3536.91,1061.07
2025-04,Rest of Europe,Other E-commerce,Other Smart Home,35451.66,3049.36,3811.71,1143.51
2025-04,Rest of Asia,Amazon,Robot Vacuum,519386.79,43943.04,21971.52,16478.64
2025-04,Rest of Asia,Amazon,Wet-Dry Vacuum,174685.16,14450.83,7225.42,5419.06
2025-04,Rest of Asia,Amazon,Stick Vacuum,97062.32,7599.29,3799.65,2849.73
2025-04,Rest of Asia,Amazon,Washer-Dryer,79736.11,6251.35,3125.68,2344.26
2025-04,Rest of Asia,Amazon,Other Smart Home,97156.91,7795.57,3897.78,2923.34
2025-04,Rest of Asia,Official Website,Robot Vacuum,223408.72,20012.88,10006.44,7504.83
2025-04,Rest of Asia,Official Website,Roborock H1 (Unreleased),77705.83,6422.01,3211.01,2408.25
2025-04,Rest of Asia,Official Website,Roborock H1 (Unreleased),41785.29,3582.39,1791.19,1343.4
2025-04,Rest of Asia,Official Website,Washer-Dryer,37029.05,2936.2,1468.1,1101.08
2025-04,Rest of Asia,Official Website,Other Smart Home,37245.64,3041.02,1520.51,1140.38
2025-04,Rest of Asia,Offline Retail,Robot Vacuum,250648.63,22580.38,11290.19,8467.64
2025-04,Rest of Asia,Offline Retail,Roborock H1 (Unreleased),96154.74,8223.54,4111.77,3083.83
2025-04,Rest of Asia,Offline Retail,Stick Vacuum,56686.79,4624.17,2312.08,1734.06
2025-04,Rest of Asia,Offline Retail,Washer-Dryer,46411.67,3496.81,1748.4,1311.3
2025-04,Rest of Asia,Offline Retail,Other Smart Home,51197.98,4348.56,2174.28,1630.71
2025-04,Rest of Asia,Distributors,Robot Vacuum,248458.81,22163.46,11081.73,8311.3
2025-04,Rest of Asia,Distributors,Wet-Dry Vacuum,95015.37,7914.38,3957.19,2967.89
2025-04,Rest of Asia,Distributors,Stick Vacuum,53906.58,4575.72,2287.86,1715.9
2025-04,Rest of Asia,Distributors,Washer-Dryer,46863.63,3771.34,1885.67,1414.25
2025-04,Rest of Asia,Distributors,Other Smart Home,46344.7,3823.49,1911.74,1433.81
2025-04,Rest of Asia,Other E-commerce,Robot Vacuum,140714.25,12790.75,6395.37,4796.53
2025-04,Rest of Asia,Other E-commerce,Wet-Dry Vacuum,51477.02,4157.94,2078.97,1559.23
2025-04,Rest of Asia,Other E-commerce,Stick Vacuum,31294.94,2433.03,1216.51,912.39
2025-04,Rest of Asia,Other E-commerce,Washer-Dryer,25563.06,1924.86,962.43,721.82
2025-04,Rest of Asia,Other E-commerce,Other Smart Home,24446.89,1931.78,965.89,724.42
2025-05,China,Amazon,Robot Vacuum,5820817.57,518698.96,259349.48,194512.11
2025-05,China,Amazon,Wet-Dry Vacuum,2186206.09,178705.09,89352.54,67014.41
2025-05,China,Amazon,Stick Vacuum,1225122.1,99758.74,49879.37,37409.53
2025-05,China,Amazon,Washer-Dryer,1101137.67,78898.27,39449.13,29586.85
2025-05,China,Amazon,Other Smart Home,1083340.02,85207.71,42603.85,31952.89
2025-05,China,Official Website,Robot Vacuum,2426794.33,215638.2,107819.1,80864.32
2025-05,China,Official Website,Wet-Dry Vacuum,908085.28,74806.2,37403.1,28052.33
2025-05,China,Official Website,Stick Vacuum,524606.08,40324.11,20162.06,15121.54
2025-05,China,Official Website,Washer-Dryer,398939.47,30823.71,15411.86,11558.89
2025-05,China,Official Website,Other Smart Home,431661.78,36694.65,18347.33,13760.49
2025-05,China,Offline Retail,Robot Vacuum,3280287.26,284131.26,142065.63,106549.22
2025-05,China,Offline Retail,Wet-Dry Vacuum,965724.83,80288.14,40144.07,30108.05
2025-05,China,Offline Retail,Stick Vacuum,602901.68,47968.79,23984.4,17988.3
2025-05,China,Offline Retail,Washer-Dryer,467634.23,36895.28,18447.64,13835.73
2025-05,China,Offline Retail,Other Smart Home,468040.77,41122.44,20561.22,15420.92
2025-05,China,Distributors,Robot Vacuum,3364093.33,296927.01,148463.5,111347.63
2025-05,China,Distributors,Wet-Dry Vacuum,1247701.19,101226.9,50613.45,37960.09
2025-05,China,Distributors,Stick Vacuum,684701.98,55149.75,27574.88,20681.16
2025-05,China,Distributors,Washer-Dryer,613984.16,45278.38,22639.19,16979.39
2025-05,China,Distributors,Other Smart Home,586655.22,49942.6,24971.3,18728.47
2025-05,China,Other E-commerce,Robot Vacuum,1615415.95,148284.42,74142.21,55606.66
2025-05,China,Other E-commerce,Wet-Dry Vacuum,539934.79,45085.5,22542.75,16907.06
2025-05,China,Other E-commerce,Stick Vacuum,295300.88,23682.75,11841.38,8881.03
2025-05,China,Other E-commerce,Washer-Dryer,267408.01,20105.43,10052.72,7539.54
2025-05,China,Other E-commerce,Other Smart Home,291240.8,24847.75,12423.87,9317.91
2025-05,United States,Amazon,Robot Vacuum,2046209.24,174714.49,218393.11,65517.93
2025-05,United States,Amazon,Wet-Dry Vacuum,727660.96,57259.66,71574.58,21472.37
2025-05,United States,Amazon,Stick Vacuum,445576.3,35688.01,44610.02,13383.0
2025-05,United States,Amazon,Washer-Dryer,355508.92,26358.62,32948.28,9884.48
2025-05,United States,Amazon,Other Smart Home,345376.27,29723.44,37154.3,11146.29
2025-05,United States,Official Website,Robot Vacuum,933006.11,80342.3,100427.88,30128.36
2025-05,United States,Official Website,Wet-Dry Vacuum,317434.31,25647.07,32058.84,9617.65
2025-05,United States,Official Website,Stick Vacuum,183298.4,14293.62,17867.03,5360.11
2025-05,United States,Official Website,Washer-Dryer,149520.24,11506.93,14383.66,4315.1
2025-05,United States,Official Website,Other Smart Home,141820.08,12967.63,16209.54,4862.86
2025-05,United States,Offline Retail,Robot Vacuum,1160708.34,105199.35,131499.19,39449.76
2025-05,United States,Offline Retail,Wet-Dry Vacuum,419150.24,35597.62,44497.03,13349.11
2025-05,United States,Offline Retail,Stick Vacuum,230537.34,19000.61,23750.76,7125.23
2025-05,United States,Offline Retail,Washer-Dryer,199917.66,15322.09,19152.61,5745.78
2025-05,United States,Offline Retail,Other Smart Home,183121.92,15454.4,19318.01,5795.4
2025-05,United States,Distributors,Robot Vacuum,1177657.58,107335.99,134169.99,40251.0
2025-05,United States,Distributors,Wet-Dry Vacuum,421217.42,36252.99,45316.24,13594.87
2025-05,United States,Distributors,Stick Vacuum,200664.53,16405.31,20506.64,6151.99
2025-05,United States,Distributors,Washer-Dryer,227751.74,16949.11,21186.39,6355.92
2025-05,United States,Distributors,Other Smart Home,201653.73,17144.47,21430.58,6429.17
2025-05,United States,Other E-commerce,Robot Vacuum,557036.28,50291.24,62864.05,18859.22
2025-05,United States,Other E-commerce,Wet-Dry Vacuum,211781.5,17893.62,22367.02,6710.11
2025-05,United States,Other E-commerce,Stick Vacuum,115378.4,9137.35,11421.68,3426.51
2025-05,United States,Other E-commerce,Washer-Dryer,98513.54,7475.64,9344.55,2803.37
2025-05,United States,Other E-commerce,Other Smart Home,103713.86,9511.61,11889.51,3566.85
2025-05,Germany,Amazon,Robot Vacuum,924067.35,79696.69,39848.35,29886.26
2025-05,Germany,Amazon,Wet-Dry Vacuum,320621.09,25614.66,12807.33,9605.5
2025-05,Germany,Amazon,Stick Vacuum,169373.3,13990.65,6995.32,5246.49
2025-05,Germany,Amazon,Washer-Dryer,142762.56,11311.69,5655.84,4241.88
2025-05,Germany,Amazon,Other Smart Home,165724.03,13999.43,6999.72,5249.79
2025-05,Germany,Official Website,Robot Vacuum,360519.57,32789.86,16394.93,12296.2
2025-05,Germany,Official Website,Wet-Dry Vacuum,135091.81,11182.53,5591.26,4193.45
2025-05,Germany,Official Website,Stick Vacuum,73312.24,6228.71,3114.35,2335.77
2025-05,Germany,Official Website,Washer-Dryer,62847.82,5002.21,2501.11,1875.83
2025-05,Germany,Official Website,Other Smart Home,68819.79,5481.85,2740.93,2055.69
2025-05,Germany,Offline Retail,Robot Vacuum,495352.19,45292.55,22646.27,16984.71
2025-05,Germany,Offline Retail,Wet-Dry Vacuum,160802.77,12918.34,6459.17,4844.38
2025-05,Germany,Offline Retail,Stick Vacuum,97635.16,7728.43,3864.21,2898.16
2025-05,Germany,Offline Retail,Washer-Dryer,72055.93,5860.88,2930.44,2197.83
2025-05,Germany,Offline Retail,Other Smart Home,83521.28,6829.93,3414.96,2561.22
2025-05,Germany,Distributors,Robot Vacuum,498754.17,44490.76,22245.38,16684.03
2025-05,Germany,Distributors,Roborock H1 (Unreleased),173192.72,14632.67,7316.33,5487.25
2025-05,Germany,Distributors,Stick Vacuum,108336.2,8603.67,4301.84,3226.38
2025-05,Germany,Distributors,Washer-Dryer,85880.87,6513.48,3256.74,2442.55
2025-05,Germany,Distributors,Other Smart Home,86735.39,7077.71,3538.85,2654.14
2025-05,Germany,Other E-commerce,Robot Vacuum,275274.64,23633.47,11816.74,8862.55
2025-05,Germany,Other E-commerce,Roborock H1 (Unreleased),83234.49,6852.31,3426.15,2569.62
2025-05,Germany,Other E-commerce,Stick Vacuum,50056.89,4176.93,2088.46,1566.35
2025-05,Germany,Other E-commerce,Washer-Dryer,43038.55,3358.38,1679.19,1259.39
2025-05,Germany,Other E-commerce,Other Smart Home,46960.6,3595.9,1797.95,1348.46
2025-05,United Kingdom,Amazon,Robot Vacuum,589254.99,51264.01,25632.01,19224.0
2025-05,United Kingdom,Amazon,Wet-Dry Vacuum,212437.95,16528.35,8264.18,6198.13
2025-05,United Kingdom,Amazon,Stick Vacuum,120723.1,9269.79,4634.89,3476.17
2025-05,United Kingdom,Amazon,Washer-Dryer,91710.98,7003.88,3501.94,2626.46
2025-05,United Kingdom,Amazon,Other Smart Home,93672.36,7736.08,3868.04,2901.03
2025-05,United Kingdom,Official Website,Robot Vacuum,247316.59,22007.85,11003.92,8252.94
2025-05,United Kingdom,Official Website,Wet-Dry Vacuum,81307.04,7148.25,3574.13,2680.6
2025-05,United Kingdom,Official Website,Stick Vacuum,46631.35,3728.49,1864.24,1398.18
2025-05,United Kingdom,Official Website,Washer-Dryer,43594.65,3235.91,1617.95,1213.46
2025-05,United Kingdom,Official Website,Other Smart Home,41383.03,3511.76,1755.88,1316.91
2025-05,United Kingdom,Offline Retail,Robot Vacuum,367094.72,32232.3,16116.15,12087.11
2025-05,United Kingdom,Offline Retail,Wet-Dry Vacuum,119327.29,9696.22,4848.11,3636.08
2025-05,United Kingdom,Offline Retail,Stick Vacuum,75470.47,6207.03,3103.51,2327.64
2025-05,United Kingdom,Offline Retail,Washer-Dryer,60042.88,4682.07,2341.04,1755.78
2025-05,United Kingdom,Offline Retail,Other Smart Home,57461.85,4939.32,2469.66,1852.25
2025-05,United Kingdom,Distributors,Robot Vacuum,330803.85,30148.4,15074.2,11305.65
2025-05,United Kingdom,Distributors,Wet-Dry Vacuum,95033.03,8237.62,4118.81,3089.11
2025-05,United Kingdom,Distributors,Stick Vacuum,54895.26,4513.55,2256.77,1692.58
2025-05,United Kingdom,Distributors,Washer-Dryer,56053.56,4135.7,2067.85,1550.89
2025-05,United Kingdom,Distributors,Other Smart Home,57958.94,4966.31,2483.15,1862.37
2025-05,United Kingdom,Other E-commerce,Robot Vacuum,176819.19,15657.86,7828.93,5871.7
2025-05,United Kingdom,Other E-commerce,Wet-Dry Vacuum,60655.85,5132.08,2566.04,1924.53
2025-05,United Kingdom,Other E-commerce,Stick Vacuum,37363.29,2886.96,1443.48,1082.61
2025-05,United Kingdom,Other E-commerce,Washer-Dryer,31064.03,2299.11,1149.55,862.16
2025-05,United Kingdom,Other E-commerce,Other Smart Home,31109.69,2526.97,1263.48,947.61
2025-05,Japan,Amazon,Robot Vacuum,734794.65,64720.68,32360.34,24270.26
2025-05,Japan,Amazon,Wet-Dry Vacuum,258621.13,21702.2,10851.1,8138.32
2025-05,Japan,Amazon,Stick Vacuum,134913.12,11193.28,5596.64,4197.48
2025-05,Japan,Amazon,Washer-Dryer,133928.49,9734.61,4867.3,3650.48
2025-05,Japan,Amazon,Other Smart Home,122677.52,10461.55,5230.77,3923.08
2025-05,Japan,Official Website,Roborock H1 (Unreleased),344811.02,28173.34,14086.67,10565.0
2025-05,Japan,Official Website,Wet-Dry Vacuum,121018.55,9774.19,4887.09,3665.32
2025-05,Japan,Official Website,Stick Vacuum,65267.64,5309.86,2654.93,1991.2
2025-05,Japan,Official Website,Washer-Dryer,50167.38,3742.49,1871.24,1403.43
2025-05,Japan,Official Website,Roborock H1 (Unreleased),53310.84,4343.0,2171.5,1628.63
2025-05,Japan,Offline Retail,Robot Vacuum,445474.54,37646.2,18823.1,14117.32
2025-05,Japan,Offline Retail,Wet-Dry Vacuum,151573.94,12811.55,6405.78,4804.33
2025-05,Japan,Offline Retail,Stick Vacuum,88887.91,7396.35,3698.18,2773.63
2025-05,Japan,Offline Retail,Washer-Dryer,70158.17,5479.88,2739.94,2054.96
2025-05,Japan,Offline Retail,Roborock H1 (Unreleased),78641.77,6512.68,3256.34,2442.25
2025-05,Japan,Distributors,Robot Vacuum,404039.01,35851.97,17925.98,13444.49
2025-05,Japan,Distributors,Wet-Dry Vacuum,145745.6,12290.53,6145.27,4608.95
2025-05,Japan,Distributors,Stick Vacuum,72888.15,6185.32,3092.66,2319.5
2025-05,Japan,Distributors,Washer-Dryer,72442.01,5494.9,2747.45,2060.59
2025-05,Japan,Distributors,Other Smart Home,76801.93,6042.62,3021.31,2265.98
2025-05,Japan,Other E-commerce,Robot Vacuum,225742.85,19790.4,9895.2,7421.4
2025-05,Japan,Other E-commerce,Wet-Dry Vacuum,83604.67,6842.02,3421.01,2565.76
2025-05,Japan,Other E-commerce,Stick Vacuum,45527.35,3580.7,1790.35,1342.76
2025-05,Japan,Other E-commerce,Washer-Dryer,36644.31,2785.61,1392.81,1044.6
2025-05,Japan,Other E-commerce,Other Smart Home,39746.6,3222.16,1611.08,1208.31
2025-05,Rest of Europe,Amazon,Robot Vacuum,786541.38,69095.24,86369.04,25910.71
2025-05,Rest of Europe,Amazon,Wet-Dry Vacuum,258849.94,21775.09,27218.86,8165.66
2025-05,Rest of Europe,Amazon,Stick Vacuum,147903.88,12121.77,15152.22,4545.67
2025-05,Rest of Europe,Amazon,Washer-Dryer,120338.42,9326.46,11658.08,3497.42
2025-05,Rest of Europe,Amazon,Other Smart Home,148635.66,12270.67,15338.33,4601.5
2025-05,Rest of Europe,Official Website,Robot Vacuum,305590.65,27423.66,34279.57,10283.87
2025-05,Rest of Europe,Official Website,Wet-Dry Vacuum,108572.21,8963.16,11203.95,3361.19
2025-05,Rest of Europe,Official Website,Stick Vacuum,68340.92,5396.18,6745.23,2023.57
2025-05,Rest of Europe,Official Website,Washer-Dryer,54247.36,4071.11,5088.89,1526.67
2025-05,Rest of Europe,Official Website,Other Smart Home,61543.48,4938.57,6173.21,1851.96
2025-05,Rest of Europe,Offline Retail,Robot Vacuum,440770.81,39088.15,48860.19,14658.06
2025-05,Rest of Europe,Offline Retail,Wet-Dry Vacuum,139382.64,12089.53,15111.92,4533.57
2025-05,Rest of Europe,Offline Retail,Stick Vacuum,96007.45,7760.95,9701.18,2910.35
2025-05,Rest of Europe,Offline Retail,Washer-Dryer,68657.39,5274.37,6592.96,1977.89
2025-05,Rest of Europe,Offline Retail,Other Smart Home,72638.04,6405.97,8007.46,2402.24
2025-05,Rest of Europe,Distributors,Robot Vacuum,479562.89,40922.96,51153.71,15346.11
2025-05,Rest of Europe,Distributors,Wet-Dry Vacuum,156665.42,12999.92,16249.91,4874.97
2025-05,Rest of Europe,Distributors,Stick Vacuum,91565.68,7242.4,9053.0,2715.9
2025-05,Rest of Europe,Distributors,Washer-Dryer,79091.65,5844.55,7305.68,2191.71
2025-05,Rest of Europe,Distributors,Other Smart Home,76672.88,6512.52,8140.65,2442.2
2025-05,Rest of Europe,Other E-commerce,Robot Vacuum,257241.01,22478.76,28098.44,8429.53
2025-05,Rest of Europe,Other E-commerce,Wet-Dry Vacuum,77023.47,6439.85,8049.81,2414.94
2025-05,Rest of Europe,Other E-commerce,Stick Vacuum,42616.05,3428.22,4285.27,1285.58
2025-05,Rest of Europe,Other E-commerce,Washer-Dryer,37223.2,2931.23,3664.03,1099.21
2025-05,Rest of Europe,Other E-commerce,Other Smart Home,47116.06,3739.48,4674.35,1402.31
2025-05,Rest of Asia,Amazon,Robot Vacuum,581318.71,52261.5,26130.75,19598.06
2025-05,Rest of Asia,Amazon,Wet-Dry Vacuum,187982.79,15343.27,7671.64,5753.73
2025-05,Rest of Asia,Amazon,Stick Vacuum,106361.79,9016.1,4508.05,3381.04
2025-05,Rest of Asia,Amazon,Washer-Dryer,102087.28,7584.38,3792.19,2844.14
2025-05,Rest of Asia,Amazon,Other Smart Home,95817.58,7740.46,3870.23,2902.67
2025-05,Rest of Asia,Official Website,Robot Vacuum,214444.92,19006.22,9503.11,7127.33
2025-05,Rest of Asia,Official Website,Wet-Dry Vacuum,72481.03,6081.49,3040.74,2280.56
2025-05,Rest of Asia,Official Website,Stick Vacuum,43562.12,3443.65,1721.82,1291.37
2025-05,Rest of Asia,Official Website,Washer-Dryer,37136.43,2673.1,1336.55,1002.41
2025-05,Rest of Asia,Official Website,Other Smart Home,36467.98,3208.73,1604.37,1203.27
2025-05,Rest of Asia,Offline Retail,Robot Vacuum,298837.2,25954.4,12977.2,9732.9
2025-05,Rest of Asia,Offline Retail,Wet-Dry Vacuum,90373.19,7742.86,3871.43,2903.57
2025-05,Rest of Asia,Offline Retail,Stick Vacuum,59234.9,4741.63,2370.81,1778.11
2025-05,Rest of Asia,Offline Retail,Washer-Dryer,50156.31,3887.08,1943.54,1457.66
2025-05,Rest of Asia,Offline Retail,Other Smart Home,44771.52,3779.52,1889.76,1417.32
2025-05,Rest of Asia,Distributors,Robot Vacuum,316991.88,28185.9,14092.95,10569.71
2025-05,Rest of Asia,Distributors,Wet-Dry Vacuum,94650.22,8165.35,4082.67,3062.0
2025-05,Rest of Asia,Distributors,Stick Vacuum,67420.76,5232.12,2616.06,1962.04
2025-05,Rest of Asia,Distributors,Washer-Dryer,48507.29,3943.59,1971.8,1478.85
2025-05,Rest of Asia,Distributors,Other Smart Home,51122.42,4192.32,2096.16,1572.12
2025-05,Rest of Asia,Other E-commerce,Robot Vacuum,150103.57,13474.54,6737.27,5052.95
2025-05,Rest of Asia,Other E-commerce,Wet-Dry Vacuum,49861.38,4306.39,2153.19,1614.9
2025-05,Rest of Asia,Other E-commerce,Stick Vacuum,30780.55,2447.58,1223.79,917.84
2025-05,Rest of Asia,Other E-commerce,Washer-Dryer,22541.64,1818.93,909.47,682.1
2025-05,Rest of Asia,Other E-commerce,Other Smart Home,25989.41,2163.21,1081.6,811.2
2025-06,China,Amazon,Robot Vacuum,5134960.42,476793.48,238396.74,178797.55
2025-06,China,Amazon,Wet-Dry Vacuum,1915148.98,157417.38,78708.69,59031.52
2025-06,China,Amazon,Stick Vacuum,1171640.32,96404.59,48202.3,36151.72
2025-06,China,Amazon,Washer-Dryer,982299.61,76597.86,38298.93,28724.2
2025-06,China,Amazon,Other Smart Home,1019341.55,84202.59,42101.29,31575.97
2025-06,China,Official Website,Robot Vacuum,2246278.97,204406.62,102203.31,76652.48
2025-06,China,Official Website,Wet-Dry Vacuum,863634.36,72094.9,36047.45,27035.59
2025-06,China,Official Website,Stick Vacuum,453783.89,38029.83,19014.92,14261.19
2025-06,China,Official Website,Washer-Dryer,446565.5,33713.13,16856.56,12642.42
2025-06,China,Official Website,Other Smart Home,437871.07,34654.4,17327.2,12995.4
2025-06,China,Offline Retail,Robot Vacuum,3456588.43,283504.22,141752.11,106314.08
2025-06,China,Offline Retail,Wet-Dry Vacuum,1141541.57,94868.99,47434.5,35575.87
2025-06,China,Offline Retail,Stick Vacuum,664810.63,51956.29,25978.14,19483.61
2025-06,China,Offline Retail,Washer-Dryer,533658.33,43367.27,21683.63,16262.73
2025-06,China,Offline Retail,Other Smart Home,619196.81,49373.86,24686.93,18515.2
2025-06,China,Distributors,Robot Vacuum,3004012.14,260946.67,130473.34,97855.0
2025-06,China,Distributors,Wet-Dry Vacuum,982612.91,83090.72,41545.36,31159.02
2025-06,China,Distributors,Stick Vacuum,675668.5,52119.06,26059.53,19544.65
2025-06,China,Distributors,Washer-Dryer,495636.14,38419.16,19209.58,14407.18
2025-06,China,Distributors,Other Smart Home,483121.28,40821.02,20410.51,15307.88
2025-06,China,Other E-commerce,Robot Vacuum,1858454.73,162873.39,81436.7,61077.52
2025-06,China,Other E-commerce,Wet-Dry Vacuum,550442.45,47381.71,23690.86,17768.14
2025-06,China,Other E-commerce,Stick Vacuum,353449.23,27435.09,13717.54,10288.16
2025-06,China,Other E-commerce,Washer-Dryer,266253.75,21151.12,10575.56,7931.67
2025-06,China,Other E-commerce,Other Smart Home,274056.45,23580.87,11790.44,8842.83
2025-06,United States,Amazon,Robot Vacuum,2231643.1,203933.77,254917.21,76475.16
2025-06,United States,Amazon,Wet-Dry Vacuum,821347.0,66920.79,83650.99,25095.3
2025-06,United States,Amazon,Stick Vacuum,433912.55,35367.42,44209.27,13262.78
2025-06,United States,Amazon,Washer-Dryer,383255.86,30723.68,38404.6,11521.38
2025-06,United States,Amazon,Other Smart Home,384594.03,32642.63,40803.29,12240.99
2025-06,United States,Official Website,Robot Vacuum,981329.05,87313.18,109141.48,32742.44
2025-06,United States,Official Website,Wet-Dry Vacuum,307642.66,26578.54,33223.18,9966.95
2025-06,United States,Official Website,Stick Vacuum,186840.75,15482.18,19352.72,5805.82
2025-06,United States,Official Website,Washer-Dryer,170894.25,12362.67,15453.34,4636.0
2025-06,United States,Official Website,Other Smart Home,171493.18,14669.83,18337.29,5501.19
2025-06,United States,Offline Retail,Robot Vacuum,1309188.55,117511.15,146888.93,44066.68
2025-06,United States,Offline Retail,Wet-Dry Vacuum,475671.17,40080.84,50101.05,15030.31
2025-06,United States,Offline Retail,Stick Vacuum,282377.71,22879.43,28599.29,8579.79
2025-06,United States,Offline Retail,Washer-Dryer,232949.22,17591.26,21989.08,6596.72
2025-06,United States,Offline Retail,Other Smart Home,237732.98,19263.16,24078.94,7223.68
2025-06,United States,Distributors,Robot Vacuum,1176048.42,105506.04,131882.55,39564.76
2025-06,United States,Distributors,Wet-Dry Vacuum,414992.68,35914.97,44893.71,13468.11
2025-06,United States,Distributors,Stick Vacuum,254944.47,19644.49,24555.61,7366.68
2025-06,United States,Distributors,Washer-Dryer,208157.55,16058.05,20072.56,6021.77
2025-06,United States,Distributors,Other Smart Home,230840.77,18287.44,22859.3,6857.79
2025-06,United States,Other E-commerce,Robot Vacuum,616067.38,58717.18,73396.47,22018.94
2025-06,United States,Other E-commerce,Wet-Dry Vacuum,238432.83,19753.61,24692.01,7407.6
2025-06,United States,Other E-commerce,Stick Vacuum,142084.97,10748.15,13435.19,4030.56
2025-06,United States,Other E-commerce,Washer-Dryer,99351.92,7724.32,9655.4,2896.62
2025-06,United States,Other E-commerce,Other Smart Home,109526.69,9189.39,11486.74,3446.02
2025-06,Germany,Amazon,Robot Vacuum,964832.74,85009.27,42504.64,31878.48
